casa,fora,gols_casa,gols_fora,resultado
IR Iran,Lebanon,68.0,61.0,casa
Republic of Ireland,Poland,77.0,80.0,fora
Israel,Finland,73.0,73.0,empate
Japan,Latvia,70.0,72.0,fora
North Macedonia,Denmark,70.0,78.0,fora
Mali,Nigeria,66.0,68.0,fora
Mexico,Jamaica,78.0,65.0,casa
Netherlands,Italy,81.0,87.0,fora
Norway,Ukraine,71.0,78.0,fora
Panama,Costa Rica,66.0,74.0,fora
Portugal,Ecuador,82.0,70.0,casa
Romania,Australia,74.0,79.0,fora
Slovenia,Bosnia and Herzegovina,83.0,80.0,casa
Spain,Uruguay,88.0,81.0,casa
Sweden,Argentina,76.0,80.0,fora
Turkey,Czech Republic,81.0,84.0,fora
Wales,Austria,72.0,74.0,fora
Mali,Ghana,66.0,68.0,fora
Guam,India,50.0,65.0,fora
Oman,Haiti,79.0,69.0,casa
Italy,Brazil,87.0,83.0,casa
Argentina,Venezuela,80.0,73.0,casa
Austria,Faroe Islands,74.0,65.0,casa
Bosnia and Herzegovina,Greece,80.0,73.0,casa
Colombia,Bolivia,78.0,66.0,casa
Croatia,Serbia,74.0,78.0,fora
Czech Republic,Denmark,84.0,78.0,casa
France,Georgia,85.0,71.0,casa
Hungary,Romania,72.0,74.0,fora
Israel,Portugal,73.0,82.0,fora
Jamaica,Panama,65.0,66.0,fora
Japan,Canada,70.0,67.0,casa
Liechtenstein,Latvia,64.0,72.0,fora
North Macedonia,Belgium,70.0,83.0,fora
Norway,Albania,71.0,74.0,fora
Peru,Chile,69.0,80.0,fora
Poland,Ukraine,80.0,78.0,casa
Scotland,Wales,74.0,72.0,casa
Slovakia,Lithuania,71.0,72.0,fora
Spain,Finland,88.0,73.0,casa
Sweden,Republic of Ireland,76.0,77.0,fora
Uruguay,Paraguay,81.0,72.0,casa
USA,Costa Rica,81.0,74.0,casa
Cameroon,Togo,75.0,76.0,fora
Congo,Gabon,66.0,69.0,fora
Nigeria,Kenya,68.0,56.0,casa
Senegal,Angola,67.0,60.0,casa
South Africa,Central African Republic,77.0,56.0,casa
Canada,Belarus,67.0,74.0,fora
Russia,Brazil,83.0,83.0,empate
Albania,Lithuania,74.0,72.0,casa
Algeria,Benin,67.0,68.0,fora
Armenia,Czech Republic,71.0,84.0,fora
Australia,Oman,79.0,79.0,empate
Belgium,North Macedonia,83.0,70.0,casa
Bolivia,Argentina,66.0,80.0,fora
Chile,Uruguay,80.0,81.0,fora
Costa Rica,Jamaica,74.0,65.0,casa
Denmark,Bulgaria,78.0,77.0,casa
Ecuador,Paraguay,70.0,72.0,fora
France,Spain,85.0,88.0,fora
Republic of Ireland,Austria,77.0,74.0,casa
Kuwait,IR Iran,65.0,68.0,fora
Mexico,USA,78.0,81.0,fora
Montenegro,England,67.0,84.0,fora
Netherlands,Romania,81.0,74.0,casa
Northern Ireland,Israel,73.0,73.0,empate
Serbia,Scotland,78.0,74.0,casa
Slovakia,Sweden,71.0,76.0,fora
Turkey,Hungary,81.0,72.0,casa
Venezuela,Colombia,73.0,78.0,fora
Wales,Croatia,72.0,74.0,fora
Bolivia,Brazil,66.0,83.0,fora
Mexico,Peru,78.0,69.0,casa
Brazil,Chile,83.0,80.0,casa
Oman,IR Iran,79.0,68.0,casa
Canada,Costa Rica,67.0,74.0,fora
Turkey,Latvia,81.0,72.0,casa
Ecuador,Germany,70.0,86.0,fora
England,Republic of Ireland,84.0,77.0,casa
Oman,Lebanon,79.0,61.0,casa
USA,Belgium,81.0,83.0,fora
Japan,Bulgaria,70.0,77.0,fora
Mexico,Nigeria,78.0,68.0,casa
Turkey,Slovenia,81.0,83.0,fora
Panama,Peru,66.0,69.0,fora
Brazil,England,83.0,84.0,fora
Republic of Ireland,Georgia,77.0,71.0,casa
Ukraine,Cameroon,78.0,75.0,casa
USA,Germany,81.0,86.0,fora
Sweden,North Macedonia,76.0,70.0,casa
Jamaica,Mexico,65.0,78.0,fora
Japan,Australia,70.0,79.0,fora
Lebanon,Korea Republic,61.0,73.0,fora
Poland,Liechtenstein,80.0,64.0,casa
Denmark,Georgia,78.0,71.0,casa
Kenya,Nigeria,56.0,68.0,fora
Uruguay,France,81.0,85.0,fora
Hungary,Kuwait,72.0,65.0,casa
Albania,Norway,74.0,71.0,casa
Argentina,Colombia,80.0,78.0,casa
Austria,Sweden,74.0,76.0,fora
Belgium,Serbia,83.0,78.0,casa
Bolivia,Venezuela,66.0,73.0,fora
Croatia,Scotland,74.0,74.0,empate
Czech Republic,Italy,84.0,87.0,fora
Finland,Belarus,73.0,74.0,fora
Republic of Ireland,Faroe Islands,77.0,65.0,casa
Jamaica,USA,65.0,81.0,fora
Latvia,Bosnia and Herzegovina,72.0,80.0,fora
Liechtenstein,Slovakia,64.0,71.0,fora
Lithuania,Greece,72.0,73.0,fora
Montenegro,Ukraine,67.0,78.0,fora
Panama,Mexico,66.0,78.0,fora
Paraguay,Chile,72.0,80.0,fora
Peru,Ecuador,69.0,70.0,fora
Portugal,Russia,82.0,83.0,fora
Angola,Senegal,60.0,67.0,fora
Central African Republic,South Africa,56.0,77.0,fora
Gabon,Congo,69.0,66.0,casa
Haiti,Spain,69.0,88.0,fora
Benin,Algeria,68.0,67.0,casa
Brazil,France,83.0,85.0,fora
Togo,Cameroon,76.0,75.0,casa
Croatia,Portugal,74.0,82.0,fora
Belarus,Finland,74.0,73.0,casa
Chile,Bolivia,80.0,66.0,casa
Colombia,Peru,78.0,69.0,casa
Denmark,Armenia,78.0,71.0,casa
Ecuador,Argentina,70.0,80.0,fora
IR Iran,Lebanon,68.0,61.0,casa
Italy,Haiti,87.0,69.0,casa
Mexico,Costa Rica,78.0,74.0,casa
Norway,North Macedonia,71.0,70.0,casa
Spain,Republic of Ireland,88.0,77.0,casa
Sweden,Faroe Islands,76.0,65.0,casa
USA,Panama,81.0,66.0,casa
Venezuela,Uruguay,73.0,81.0,fora
Ghana,Côte d'Ivoire,68.0,72.0,fora
Ghana,Côte d'Ivoire,68.0,72.0,fora
Brazil,Japan,83.0,70.0,casa
Congo DR,Cameroon,65.0,75.0,fora
Mali,Benin,66.0,68.0,fora
Mexico,Italy,78.0,87.0,fora
Spain,Uruguay,88.0,81.0,casa
Costa Rica,Panama,74.0,66.0,casa
Korea Republic,IR Iran,73.0,68.0,casa
Brazil,Mexico,83.0,78.0,casa
Italy,Japan,87.0,70.0,casa
Nigeria,Uruguay,68.0,81.0,fora
Brazil,Italy,83.0,87.0,fora
Japan,Mexico,70.0,78.0,fora
Nigeria,Spain,68.0,88.0,fora
Brazil,Uruguay,83.0,81.0,casa
Spain,Italy,88.0,87.0,casa
Brazil,Spain,83.0,88.0,fora
Uruguay,Italy,81.0,87.0,fora
Mali,Guinea,66.0,58.0,casa
Nigeria,Côte d'Ivoire,68.0,72.0,fora
Congo DR,Congo,65.0,66.0,fora
Mexico,Panama,78.0,66.0,casa
Mexico,Canada,78.0,67.0,casa
Panama,Canada,66.0,67.0,fora
USA,Costa Rica,81.0,74.0,casa
Korea Republic,Australia,73.0,79.0,fora
Panama,Mexico,66.0,78.0,fora
Japan,Australia,70.0,79.0,fora
Côte d'Ivoire,Nigeria,72.0,68.0,casa
Cameroon,Gabon,75.0,69.0,casa
Congo,Congo DR,66.0,65.0,casa
Guinea,Mali,58.0,66.0,fora
Korea Republic,Japan,73.0,70.0,casa
USA,Panama,81.0,66.0,casa
Gabon,Cameroon,69.0,75.0,fora
Albania,Armenia,74.0,71.0,casa
Algeria,Guinea,67.0,58.0,casa
Austria,Greece,74.0,73.0,casa
Belarus,Montenegro,74.0,67.0,casa
Belgium,France,83.0,85.0,fora
Bosnia and Herzegovina,USA,80.0,81.0,fora
Colombia,Serbia,78.0,78.0,empate
Ecuador,Spain,70.0,88.0,fora
England,Scotland,84.0,74.0,casa
Finland,Slovenia,73.0,83.0,fora
Germany,Paraguay,86.0,72.0,casa
Hungary,Czech Republic,72.0,84.0,fora
Italy,Argentina,87.0,80.0,casa
Japan,Uruguay,70.0,81.0,fora
Korea Republic,Peru,73.0,69.0,casa
Liechtenstein,Croatia,64.0,74.0,fora
North Macedonia,Bulgaria,70.0,77.0,fora
Mexico,Côte d'Ivoire,78.0,72.0,casa
Northern Ireland,Russia,73.0,83.0,fora
Poland,Denmark,80.0,78.0,casa
Portugal,Netherlands,82.0,81.0,casa
Romania,Slovakia,74.0,71.0,casa
South Africa,Nigeria,77.0,68.0,casa
Sweden,Norway,76.0,71.0,casa
Switzerland,Brazil,80.0,83.0,fora
Turkey,Ghana,81.0,68.0,casa
Ukraine,Israel,78.0,73.0,casa
Venezuela,Bolivia,73.0,66.0,casa
Wales,Republic of Ireland,72.0,77.0,fora
Cameroon,Congo DR,75.0,65.0,casa
Congo DR,Cameroon,65.0,75.0,fora
Saudi Arabia,New Zealand,69.0,62.0,casa
Bosnia and Herzegovina,Slovakia,82.0,71.0,casa
Chile,Venezuela,81.0,69.0,casa
Colombia,Ecuador,76.0,70.0,casa
Costa Rica,USA,78.0,81.0,fora
Czech Republic,Armenia,85.0,70.0,casa
England,Moldova,82.0,62.0,casa
Estonia,Netherlands,65.0,80.0,fora
Finland,Spain,73.0,86.0,fora
Germany,Austria,87.0,74.0,casa
Republic of Ireland,Sweden,74.0,77.0,fora
Italy,Bulgaria,84.0,74.0,casa
Japan,Guatemala,74.0,64.0,casa
Korea Republic,Haiti,73.0,70.0,casa
Latvia,Lithuania,71.0,69.0,casa
North Macedonia,Wales,66.0,72.0,fora
Northern Ireland,Portugal,72.0,81.0,fora
Panama,Jamaica,71.0,68.0,casa
Paraguay,Bolivia,73.0,63.0,casa
Peru,Uruguay,69.0,82.0,fora
Poland,Montenegro,80.0,65.0,casa
Romania,Hungary,75.0,72.0,casa
Scotland,Belgium,77.0,84.0,fora
Serbia,Croatia,76.0,75.0,casa
Slovenia,Albania,82.0,73.0,casa
Switzerland,Iceland,80.0,57.0,casa
Brazil,Australia,82.0,77.0,casa
Côte d'Ivoire,Morocco,71.0,70.0,casa
Togo,Congo DR,78.0,68.0,casa
Saudi Arabia,Trinidad and Tobago,69.0,62.0,casa
Algeria,Mali,73.0,68.0,casa
Armenia,Denmark,70.0,77.0,fora
Austria,Republic of Ireland,74.0,74.0,empate
Belarus,France,65.0,84.0,fora
Bolivia,Ecuador,63.0,70.0,fora
Brazil,Portugal,82.0,81.0,casa
Egypt,Guinea,70.0,58.0,casa
Faroe Islands,Germany,63.0,87.0,fora
Greece,Latvia,74.0,71.0,casa
Hungary,Estonia,72.0,65.0,casa
Iceland,Albania,57.0,73.0,fora
Italy,Czech Republic,84.0,85.0,fora
Jamaica,Costa Rica,68.0,78.0,fora
Japan,Ghana,74.0,71.0,casa
Korea Republic,Croatia,73.0,75.0,fora
North Macedonia,Scotland,66.0,77.0,fora
Norway,Switzerland,72.0,80.0,fora
Paraguay,Argentina,73.0,79.0,fora
Romania,Turkey,75.0,81.0,fora
Slovakia,Bosnia and Herzegovina,71.0,82.0,fora
Spain,Chile,86.0,81.0,casa
Ukraine,England,76.0,82.0,fora
Uruguay,Colombia,82.0,76.0,casa
USA,Mexico,81.0,78.0,casa
Venezuela,Peru,69.0,69.0,empate
Wales,Serbia,72.0,76.0,fora
Albania,Switzerland,73.0,80.0,fora
Argentina,Peru,79.0,69.0,casa
Armenia,Bulgaria,70.0,74.0,fora
Colombia,Chile,76.0,81.0,fora
Croatia,Belgium,75.0,84.0,fora
Denmark,Italy,77.0,84.0,fora
Ecuador,Uruguay,70.0,82.0,fora
England,Montenegro,82.0,65.0,casa
Estonia,Turkey,65.0,81.0,fora
France,Australia,84.0,77.0,casa
Germany,Republic of Ireland,87.0,74.0,casa
Greece,Slovakia,74.0,71.0,casa
Lithuania,Latvia,69.0,71.0,fora
Mexico,Panama,78.0,71.0,casa
Morocco,South Africa,70.0,77.0,fora
Netherlands,Hungary,80.0,72.0,casa
Serbia,Japan,76.0,74.0,casa
Slovenia,Norway,82.0,72.0,casa
Spain,Belarus,86.0,65.0,casa
Sweden,Austria,77.0,74.0,casa
Ukraine,Poland,76.0,80.0,fora
USA,Jamaica,81.0,68.0,casa
Venezuela,Paraguay,69.0,73.0,fora
Wales,North Macedonia,72.0,66.0,casa
Côte d'Ivoire,Senegal,71.0,65.0,casa
Korea Republic,Brazil,73.0,82.0,fora
Australia,Canada,77.0,64.0,casa
Belarus,Japan,65.0,74.0,fora
Belgium,Wales,84.0,72.0,casa
Bulgaria,Czech Republic,74.0,85.0,fora
Chile,Ecuador,81.0,70.0,casa
Costa Rica,Mexico,78.0,78.0,empate
England,Poland,82.0,80.0,casa
Faroe Islands,Austria,63.0,74.0,fora
France,Finland,84.0,73.0,casa
Ghana,Egypt,71.0,70.0,casa
Italy,Armenia,84.0,70.0,casa
Korea Republic,Mali,73.0,68.0,casa
Latvia,Slovakia,71.0,71.0,empate
Lithuania,Bosnia and Herzegovina,69.0,82.0,fora
Montenegro,Moldova,65.0,62.0,casa
Norway,Iceland,72.0,57.0,casa
Panama,USA,71.0,81.0,fora
Paraguay,Colombia,73.0,76.0,fora
Peru,Bolivia,69.0,63.0,casa
Romania,Estonia,75.0,65.0,casa
Scotland,Croatia,77.0,75.0,casa
Serbia,North Macedonia,76.0,66.0,casa
Sweden,Germany,77.0,87.0,fora
Switzerland,Slovenia,80.0,82.0,fora
Trinidad and Tobago,New Zealand,62.0,62.0,empate
Turkey,Netherlands,81.0,80.0,casa
Uruguay,Argentina,82.0,79.0,casa
Belgium,Colombia,84.0,76.0,casa
Argentina,Ecuador,79.0,70.0,casa
Belarus,Albania,65.0,73.0,fora
Czech Republic,Canada,85.0,64.0,casa
Denmark,Norway,77.0,72.0,casa
England,Chile,82.0,81.0,casa
Greece,Romania,74.0,75.0,fora
Iceland,Croatia,57.0,75.0,fora
India,Philippines,65.0,61.0,casa
Republic of Ireland,Latvia,74.0,71.0,casa
Italy,Germany,84.0,87.0,fora
Jamaica,Trinidad and Tobago,68.0,62.0,casa
Korea Republic,Switzerland,73.0,80.0,fora
Poland,Slovakia,80.0,71.0,casa
Portugal,Sweden,81.0,77.0,casa
Russia,Serbia,84.0,76.0,casa
Scotland,USA,77.0,81.0,fora
Turkey,Northern Ireland,81.0,72.0,casa
Ukraine,France,76.0,84.0,fora
Equatorial Guinea,Spain,57.0,86.0,fora
Netherlands,Japan,80.0,74.0,casa
Senegal,Côte d'Ivoire,65.0,71.0,fora
Wales,Finland,72.0,73.0,fora
Argentina,Bosnia and Herzegovina,79.0,82.0,fora
Italy,Nigeria,84.0,79.0,casa
Moldova,Lithuania,62.0,69.0,fora
Australia,Costa Rica,77.0,78.0,fora
Austria,USA,74.0,81.0,fora
Belgium,Japan,84.0,74.0,casa
Brazil,Chile,82.0,81.0,casa
Croatia,Iceland,75.0,57.0,casa
Egypt,Ghana,70.0,71.0,fora
England,Germany,82.0,87.0,fora
France,Ukraine,84.0,76.0,casa
Lebanon,IR Iran,59.0,68.0,fora
Netherlands,Colombia,80.0,76.0,casa
Norway,Scotland,72.0,77.0,fora
Poland,Republic of Ireland,80.0,74.0,casa
Romania,Greece,75.0,74.0,casa
Russia,Korea Republic,84.0,73.0,casa
Slovenia,Canada,82.0,64.0,casa
South Africa,Spain,77.0,86.0,fora
Sweden,Portugal,77.0,81.0,fora
Trinidad and Tobago,Jamaica,62.0,68.0,fora
Turkey,Belarus,81.0,65.0,casa
New Zealand,Mexico,62.0,78.0,fora
Mali,Nigeria,68.0,79.0,fora
Ghana,Congo,71.0,66.0,casa
Moldova,Norway,62.0,72.0,fora
South Africa,Mali,77.0,68.0,casa
Moldova,Sweden,62.0,77.0,fora
Congo DR,Gabon,68.0,68.0,empate
Norway,Poland,72.0,80.0,fora
South Africa,Nigeria,77.0,79.0,fora
Moldova,Poland,62.0,80.0,fora
Iceland,Sweden,57.0,77.0,fora
Chile,Costa Rica,81.0,78.0,casa
Oman,Finland,76.0,73.0,casa
Costa Rica,Korea Republic,78.0,73.0,casa
Morocco,Nigeria,70.0,79.0,fora
Ghana,Congo DR,71.0,68.0,casa
Mexico,Korea Republic,78.0,73.0,casa
Nigeria,Ghana,79.0,71.0,casa
USA,Korea Republic,81.0,73.0,casa
Algeria,Slovenia,73.0,82.0,fora
Australia,Ecuador,77.0,70.0,casa
Austria,Uruguay,74.0,82.0,fora
Belgium,Côte d'Ivoire,84.0,71.0,casa
Bosnia and Herzegovina,Egypt,82.0,70.0,casa
Bulgaria,Belarus,74.0,65.0,casa
Czech Republic,Norway,85.0,72.0,casa
England,Denmark,82.0,77.0,casa
France,Netherlands,84.0,80.0,casa
Germany,Chile,87.0,81.0,casa
Greece,Korea Republic,74.0,73.0,casa
Hungary,Finland,72.0,73.0,fora
IR Iran,Guinea,68.0,58.0,casa
Republic of Ireland,Serbia,74.0,76.0,fora
Japan,New Zealand,74.0,62.0,casa
North Macedonia,Latvia,66.0,71.0,fora
Mali,Senegal,68.0,65.0,casa
Montenegro,Ghana,65.0,71.0,fora
Morocco,Gabon,70.0,68.0,casa
Poland,Scotland,80.0,77.0,casa
Portugal,Cameroon,81.0,72.0,casa
Romania,Argentina,75.0,79.0,fora
Russia,Armenia,84.0,70.0,casa
South Africa,Brazil,77.0,82.0,fora
Spain,Italy,86.0,84.0,casa
Switzerland,Croatia,80.0,75.0,casa
Turkey,Sweden,81.0,77.0,casa
Ukraine,USA,76.0,81.0,fora
Wales,Iceland,72.0,57.0,casa
Germany,Poland,87.0,80.0,casa
Netherlands,Ecuador,80.0,70.0,casa
Belarus,IR Iran,65.0,68.0,fora
Finland,Czech Republic,73.0,85.0,fora
Hungary,Denmark,72.0,77.0,fora
Bulgaria,Canada,74.0,64.0,casa
Slovakia,Montenegro,71.0,65.0,casa
Moldova,Saudi Arabia,62.0,69.0,fora
Republic of Ireland,Turkey,74.0,81.0,fora
Mali,Guinea,68.0,58.0,casa
Australia,South Africa,77.0,77.0,empate
Jamaica,Serbia,68.0,76.0,fora
North Macedonia,Cameroon,66.0,72.0,fora
Montenegro,IR Iran,65.0,68.0,fora
Russia,Slovakia,84.0,71.0,casa
France,Norway,84.0,72.0,casa
Moldova,Canada,62.0,64.0,fora
Angola,Morocco,62.0,70.0,fora
Denmark,Sweden,77.0,77.0,empate
Nigeria,Scotland,79.0,77.0,casa
Cameroon,Paraguay,72.0,73.0,fora
Finland,Lithuania,73.0,69.0,casa
Latvia,Estonia,71.0,65.0,casa
Angola,IR Iran,62.0,68.0,fora
Austria,Iceland,74.0,57.0,casa
Bosnia and Herzegovina,Côte d'Ivoire,82.0,71.0,casa
England,Peru,82.0,69.0,casa
New Zealand,South Africa,62.0,77.0,fora
Spain,Bolivia,86.0,63.0,casa
Switzerland,Jamaica,80.0,68.0,casa
Uruguay,Northern Ireland,82.0,72.0,casa
Albania,Romania,73.0,75.0,fora
Armenia,Algeria,70.0,73.0,fora
Colombia,Senegal,76.0,65.0,casa
Croatia,Mali,75.0,68.0,casa
Finland,Estonia,73.0,65.0,casa
Italy,Republic of Ireland,84.0,74.0,casa
Latvia,Lithuania,71.0,69.0,casa
Mexico,Ecuador,78.0,70.0,casa
Netherlands,Ghana,80.0,71.0,casa
Norway,Russia,72.0,84.0,fora
Portugal,Greece,81.0,74.0,casa
France,Paraguay,84.0,73.0,casa
Germany,Cameroon,87.0,72.0,casa
Sweden,Belgium,77.0,84.0,fora
USA,Turkey,81.0,81.0,empate
Costa Rica,Japan,78.0,74.0,casa
Brazil,Panama,82.0,71.0,casa
Czech Republic,Austria,85.0,74.0,casa
Greece,Nigeria,74.0,79.0,fora
Mexico,Bosnia and Herzegovina,78.0,82.0,fora
Switzerland,Peru,80.0,69.0,casa
Argentina,Trinidad and Tobago,79.0,62.0,casa
Ecuador,England,70.0,82.0,fora
Hungary,Albania,72.0,73.0,fora
Iceland,Estonia,57.0,65.0,fora
Jamaica,Egypt,68.0,70.0,fora
Netherlands,Wales,80.0,72.0,casa
Romania,Algeria,75.0,73.0,casa
Bolivia,Greece,63.0,74.0,fora
Brazil,Serbia,82.0,76.0,casa
Costa Rica,Republic of Ireland,78.0,74.0,casa
Croatia,Australia,75.0,77.0,fora
Germany,Armenia,87.0,70.0,casa
Mexico,Portugal,78.0,81.0,fora
Poland,Lithuania,80.0,69.0,casa
Russia,Morocco,84.0,70.0,casa
Argentina,Slovenia,79.0,82.0,fora
Cameroon,Moldova,72.0,62.0,casa
USA,Nigeria,81.0,79.0,casa
France,Jamaica,84.0,68.0,casa
IR Iran,Trinidad and Tobago,68.0,62.0,casa
Ghana,Korea Republic,71.0,73.0,fora
Republic of Ireland,Portugal,74.0,81.0,fora
Brazil,Croatia,82.0,75.0,casa
Chile,Australia,81.0,77.0,casa
Mexico,Cameroon,78.0,72.0,casa
Spain,Netherlands,86.0,80.0,casa
Colombia,Greece,76.0,74.0,casa
England,Italy,82.0,84.0,fora
Côte d'Ivoire,Japan,71.0,74.0,fora
Uruguay,Costa Rica,82.0,78.0,casa
Argentina,Bosnia and Herzegovina,79.0,82.0,fora
Switzerland,Ecuador,80.0,70.0,casa
Germany,Portugal,87.0,81.0,casa
Ghana,USA,71.0,81.0,fora
IR Iran,Nigeria,68.0,79.0,fora
Belgium,Algeria,84.0,73.0,casa
Brazil,Mexico,82.0,78.0,casa
Russia,Korea Republic,84.0,73.0,casa
Australia,Netherlands,77.0,80.0,fora
Cameroon,Croatia,72.0,75.0,fora
Spain,Chile,86.0,81.0,casa
Colombia,Côte d'Ivoire,76.0,71.0,casa
Japan,Greece,74.0,74.0,empate
Uruguay,England,82.0,82.0,empate
Italy,Costa Rica,84.0,78.0,casa
Switzerland,France,80.0,84.0,fora
Argentina,IR Iran,79.0,68.0,casa
Germany,Ghana,87.0,71.0,casa
Nigeria,Bosnia and Herzegovina,79.0,82.0,fora
Belgium,Russia,84.0,84.0,empate
Korea Republic,Algeria,73.0,73.0,empate
USA,Portugal,81.0,81.0,empate
Australia,Spain,77.0,86.0,fora
Brazil,Cameroon,82.0,72.0,casa
Croatia,Mexico,75.0,78.0,fora
Netherlands,Chile,80.0,81.0,fora
Costa Rica,England,78.0,82.0,fora
Greece,Côte d'Ivoire,74.0,71.0,casa
Italy,Uruguay,84.0,82.0,casa
Japan,Colombia,74.0,76.0,fora
Bosnia and Herzegovina,IR Iran,82.0,68.0,casa
Ecuador,France,70.0,84.0,fora
Nigeria,Argentina,79.0,79.0,empate
Algeria,Russia,73.0,84.0,fora
Korea Republic,Belgium,73.0,84.0,fora
Portugal,Ghana,81.0,71.0,casa
USA,Germany,81.0,87.0,fora
Brazil,Chile,82.0,81.0,casa
Colombia,Uruguay,76.0,82.0,fora
Costa Rica,Greece,78.0,74.0,casa
Netherlands,Mexico,80.0,78.0,casa
France,Nigeria,84.0,79.0,casa
Germany,Algeria,87.0,73.0,casa
Argentina,Switzerland,79.0,80.0,fora
Belgium,USA,84.0,81.0,casa
Brazil,Colombia,82.0,76.0,casa
France,Germany,84.0,87.0,fora
Argentina,Belgium,79.0,84.0,fora
Netherlands,Costa Rica,80.0,78.0,casa
Brazil,Germany,82.0,87.0,fora
Netherlands,Argentina,80.0,79.0,casa
Brazil,Netherlands,82.0,80.0,casa
Germany,Argentina,87.0,79.0,casa
Egypt,Kenya,70.0,62.0,casa
Czech Republic,USA,85.0,82.0,casa
Denmark,Turkey,77.0,81.0,fora
England,Norway,82.0,72.0,casa
Germany,Argentina,90.0,79.0,casa
Republic of Ireland,Oman,74.0,74.0,empate
Latvia,Armenia,68.0,70.0,fora
Ukraine,Moldova,76.0,62.0,casa
Belgium,Australia,86.0,76.0,casa
Bosnia and Herzegovina,Liechtenstein,82.0,63.0,casa
France,Spain,85.0,84.0,casa
Italy,Netherlands,84.0,79.0,casa
Sweden,Estonia,74.0,64.0,casa
Guinea,Togo,58.0,77.0,fora
Japan,Uruguay,74.0,82.0,fora
Korea Republic,Venezuela,73.0,72.0,casa
Senegal,Egypt,64.0,70.0,fora
Congo DR,Cameroon,68.0,73.0,fora
Mexico,Chile,80.0,83.0,fora
Nigeria,Congo,80.0,66.0,casa
Costa Rica,Panama,79.0,71.0,casa
Denmark,Armenia,77.0,70.0,casa
Faroe Islands,Finland,63.0,73.0,fora
Germany,Scotland,90.0,75.0,casa
Greece,Romania,74.0,74.0,empate
Hungary,Northern Ireland,71.0,69.0,casa
Portugal,Albania,81.0,72.0,casa
Serbia,France,75.0,85.0,fora
Australia,Saudi Arabia,76.0,70.0,casa
Austria,Sweden,72.0,74.0,fora
Estonia,Slovenia,64.0,83.0,fora
Korea Republic,Uruguay,73.0,82.0,fora
Russia,Liechtenstein,83.0,63.0,casa
Spain,North Macedonia,84.0,66.0,casa
Switzerland,England,80.0,82.0,fora
Ukraine,Slovakia,76.0,72.0,casa
Czech Republic,Netherlands,85.0,79.0,casa
Haiti,Chile,72.0,83.0,fora
Iceland,Turkey,57.0,81.0,fora
Japan,Venezuela,74.0,72.0,casa
Mexico,Bolivia,80.0,63.0,casa
Norway,Italy,72.0,84.0,fora
Algeria,Mali,73.0,70.0,casa
Cameroon,Côte d'Ivoire,73.0,70.0,casa
South Africa,Nigeria,77.0,80.0,fora
Togo,Ghana,77.0,67.0,casa
Belarus,Ukraine,71.0,76.0,fora
Lithuania,Estonia,75.0,64.0,casa
Moldova,Austria,62.0,72.0,fora
Morocco,Central African Republic,69.0,57.0,casa
Slovakia,Spain,72.0,84.0,fora
Slovenia,Switzerland,83.0,80.0,casa
Sweden,Russia,74.0,83.0,fora
Bulgaria,Croatia,72.0,76.0,fora
Japan,Jamaica,74.0,68.0,casa
Korea Republic,Paraguay,73.0,75.0,fora
Latvia,Iceland,68.0,57.0,casa
Oman,Costa Rica,74.0,79.0,fora
Saudi Arabia,Uruguay,70.0,82.0,fora
Turkey,Czech Republic,81.0,85.0,fora
Wales,Bosnia and Herzegovina,72.0,82.0,fora
Albania,Denmark,72.0,77.0,fora
Argentina,Brazil,79.0,82.0,fora
Armenia,Serbia,70.0,75.0,fora
Congo,South Africa,66.0,77.0,fora
Congo DR,Côte d'Ivoire,68.0,70.0,fora
Finland,Greece,73.0,74.0,fora
France,Portugal,85.0,81.0,casa
Guinea,Ghana,58.0,67.0,fora
Northern Ireland,Faroe Islands,69.0,63.0,casa
Poland,Germany,80.0,90.0,fora
Romania,Hungary,74.0,71.0,casa
Belarus,Slovakia,71.0,72.0,fora
Estonia,England,64.0,82.0,fora
Lithuania,Slovenia,75.0,83.0,fora
Mexico,Panama,80.0,71.0,casa
Russia,Moldova,83.0,62.0,casa
Sweden,Liechtenstein,74.0,63.0,casa
Ukraine,North Macedonia,76.0,66.0,casa
Bosnia and Herzegovina,Belgium,82.0,86.0,fora
Iceland,Netherlands,57.0,79.0,fora
Latvia,Turkey,68.0,81.0,fora
Morocco,Kenya,69.0,62.0,casa
Norway,Bulgaria,72.0,72.0,empate
Oman,Uruguay,74.0,82.0,fora
Armenia,France,70.0,85.0,fora
Denmark,Portugal,77.0,81.0,fora
Faroe Islands,Hungary,63.0,71.0,fora
Finland,Romania,73.0,74.0,fora
Germany,Republic of Ireland,90.0,74.0,casa
Greece,Northern Ireland,74.0,69.0,casa
Japan,Brazil,74.0,82.0,fora
Korea Republic,Costa Rica,73.0,79.0,fora
Poland,Scotland,80.0,75.0,casa
Saudi Arabia,Lebanon,70.0,59.0,casa
Serbia,Albania,75.0,72.0,casa
Ghana,Guinea,67.0,58.0,casa
Côte d'Ivoire,Congo DR,70.0,68.0,casa
South Africa,Congo,77.0,66.0,casa
Argentina,Croatia,79.0,76.0,casa
Belgium,Iceland,86.0,57.0,casa
Netherlands,Mexico,79.0,80.0,fora
Norway,Estonia,72.0,64.0,casa
Turkey,Brazil,81.0,82.0,fora
Morocco,Benin,69.0,56.0,casa
Uruguay,Costa Rica,82.0,79.0,casa
